Gene ID	Gene Name	7 day	8 day	9 day	10 day	11 day	12 day	13 day	14 day	15 day	16 day
AT2G15690	PCMP-H66	9.0	9.0	10.0	7.0	11.0	9.0	8.0	8.0	7.0	5.0
AT2G15695	AT2G15695	4.0	6.0	6.0	7.0	6.0	7.0	8.0	7.0	8.0	13.0
AT2G15730	AT2G15730	10.0	8.0	7.0	11.0	8.0	9.0	11.0	11.0	10.0	10.0
AT2G15760	AT2G15760	0.1	0.2	0.1	0.5	0.6	0.9	0.8	0.7	1.0	1.0
AT2G15780	AT2G15780					0.1					
AT2G15790	CYP40	21.0	28.0	25.0	27.0	22.0	22.0	27.0	23.0	24.0	23.0
AT2G15820	OTP51	9.0	8.0	7.0	8.0	6.0	8.0	8.0	8.0	7.0	7.0
AT2G15830	AT2G15830	0.4	0.1	0.4			0.1	0.1	0.1		0.1
AT2G15860	AT2G15860	46.0	34.0	38.0	42.0	37.0	41.0	43.0	45.0	42.0	36.0
AT2G15880	PEX3	1.0	0.6	0.4	0.3	0.3	0.8	0.8	0.8	3.0	5.0
AT2G15890	MEE14	25.0	33.0	33.0	22.0	34.0	25.0	25.0	32.0	51.0	76.0
AT2G15900	AT2G15900	3.0	7.0	7.0	10.0	6.0	9.0	10.0	11.0	11.0	13.0
AT2G15910	AT2G15910	16.0	14.0	12.0	14.0	17.0	14.0	14.0	14.0	16.0	15.0
AT2G15950	AT2G15950										0.4
AT2G15960	AT2G15960	53.0	72.0	86.0	43.0	121.0	47.0	34.0	29.0	25.0	53.0
AT2G15970	COR413PM1	131.0	150.0	159.0	91.0	121.0	118.0	86.0	82.0	139.0	146.0
AT2G15980	AT2G15980	10.0	7.0	7.0	9.0	10.0	10.0	10.0	11.0	10.0	11.0
AT2G16015	AT2G16015									0.1	
AT2G16016	AT2G16016									0.2	0.2
AT2G16050	AT2G16050	5.0	3.0	2.0	2.0	1.0	0.9	0.7	0.5	0.1	0.2
AT2G16060	AHB1	22.0	18.0	17.0	21.0	27.0	13.0	9.0	20.0	28.0	25.0
AT2G16070	PDV2	18.0	17.0	15.0	16.0	15.0	17.0	17.0	18.0	20.0	19.0
AT2G16090	ARI2	7.0	7.0	8.0	10.0	5.0	8.0	10.0	10.0	9.0	10.0
AT2G16210	AT2G16210				0.2	0.5	0.2	0.4	2.0	6.0	7.0
AT2G16230	AT2G16230			0.1							
AT2G16245	AT2G16245	2.0			0.1						0.1
AT2G16250	AT2G16250	4.0	5.0	5.0	8.0	6.0	6.0	7.0	8.0	8.0	8.0
AT2G16270	AT2G16270	24.0	25.0	24.0	39.0	24.0	33.0	36.0	37.0	38.0	31.0
AT2G16280	KCS9	35.0	41.0	40.0	33.0	50.0	36.0	28.0	30.0	37.0	29.0
AT2G16360	AT2G16360		0.5	1.0	0.8	0.1	0.3	0.3		1.0	1.0
AT2G16365	AT2G16365	7.0	9.0	6.0	6.0	4.0	6.0	7.0	8.0	9.0	11.0
AT2G16370	THY-1	21.0	19.0	21.0	25.0	18.0	21.0	27.0	26.0	28.0	33.0
AT2G16380	SFH7		0.1								
AT2G16385	CIF1	0.1	0.3	1.0	0.1	0.1	0.1	0.2	0.1		
AT2G16390	DRD1	10.0	9.0	9.0	14.0	9.0	12.0	14.0	14.0	14.0	18.0
AT2G16400	BLH7	17.0	24.0	24.0	34.0	20.0	29.0	35.0	30.0	31.0	36.0
AT2G16405	AT2G16405	5.0	7.0	7.0	9.0	4.0	7.0	9.0	9.0	8.0	10.0
AT2G16430	PAP10	72.0	76.0	82.0	62.0	57.0	64.0	60.0	56.0	36.0	35.0
AT2G16440	MCM4	48.0	40.0	41.0	60.0	39.0	60.0	70.0	65.0	57.0	51.0
AT2G16450	AT2G16450		0.2	0.1							
AT2G16460	AT2G16460	9.0	19.0	21.0	21.0	15.0	18.0	18.0	18.0	21.0	18.0
AT2G16485	NERD	18.0	18.0	18.0	24.0	16.0	24.0	27.0	31.0	27.0	27.0
AT2G16500	ADC1	57.0	75.0	66.0	58.0	57.0	60.0	57.0	63.0	42.0	39.0
AT2G16510	VHA-c3	50.0	53.0	61.0	47.0	63.0	53.0	47.0	53.0	51.0	44.0
AT2G16530	AT2G16530	3.0	5.0	7.0	5.0	7.0	6.0	6.0	6.0	7.0	6.0
AT2G16535	ESFL8									0.2	
AT2G16570	ASE1	20.0	13.0	13.0	13.0	16.0	14.0	16.0	19.0	16.0	11.0
AT2G16575	AT2G16575		0.2	0.1	0.6	0.3	0.4	0.8	0.2	0.7	0.2
AT2G16580	AT2G16580	27.0	28.0	29.0	38.0	42.0	42.0	38.0	45.0	63.0	48.0
AT2G16586	AT2G16586	0.5				0.3	0.3	0.1	0.2	0.2	0.1
AT2G16595	AT2G16595	3.0	7.0	7.0	7.0	8.0	8.0	6.0	7.0	7.0	6.0
AT2G16600	CYP19-1	1404.0	1284.0	1516.0	882.0	1547.0	1026.0	855.0	896.0	865.0	728.0
AT2G16630	AT2G16630	7.0	5.0	7.0	9.0	7.0	7.0	9.0	10.0	12.0	10.0
AT2G16640	TOC132	45.0	44.0	46.0	59.0	49.0	59.0	65.0	74.0	63.0	61.0
AT2G16650	PRORP2	14.0	10.0	11.0	14.0	9.0	12.0	14.0	12.0	12.0	14.0
AT2G16660	AT2G16660	7.0	11.0	10.0	10.0	13.0	9.0	9.0	15.0	14.0	12.0
AT2G16676	AT2G16676					0.1					
AT2G16700	ADF5	24.0	26.0	30.0	25.0	24.0	20.0	18.0	20.0	13.0	13.0
AT2G16710	AT2G16710	16.0	19.0	19.0	18.0	18.0	17.0	14.0	14.0	16.0	17.0
AT2G16720	MYB7	1.0	1.0	1.0	2.0	0.6	0.8	1.0	0.6	0.4	0.7
AT2G16730	BGAL13									1.0	0.7
AT2G16740	UBC29	62.0	78.0	66.0	35.0	21.0	27.0	18.0	17.0	1.0	2.0
AT2G16750	AT2G16750	0.2	0.8	0.3	0.6	0.3	0.5	0.5	0.2	0.3	0.5
AT2G16760	AT2G16760	5.0	2.0	2.0	3.0	4.0	4.0	5.0	4.0	4.0	3.0
AT2G16770	BZIP23	6.0	12.0	12.0	15.0	17.0	13.0	14.0	15.0	14.0	13.0
AT2G16780	MSI2	79.0	75.0	76.0	84.0	71.0	87.0	94.0	90.0	68.0	73.0
AT2G16790	AT2G16790	1.0	1.0	2.0	1.0	2.0	0.8	0.9	0.7	1.0	2.0
AT2G16800	AT2G16800	35.0	37.0	32.0	31.0	33.0	35.0	36.0	36.0	36.0	28.0
AT2G16850	PIP2-8	78.0	79.0	66.0	63.0	76.0	68.0	66.0	74.0	76.0	67.0
AT2G16860	AT2G16860	43.0	35.0	32.0	48.0	24.0	37.0	45.0	38.0	44.0	44.0
AT2G16870	AT2G16870	2.0	0.8	0.6	1.0	0.3	1.0	1.0	1.0	0.8	1.0
AT2G16880	AT2G16880	8.0	9.0	10.0	12.0	9.0	12.0	13.0	13.0	13.0	16.0
AT2G16890	UGT90A1	2.0	2.0	3.0	2.0	0.8	0.5	0.3	0.5	0.3	0.1
AT2G16900	AT2G16900	10.0	8.0	8.0	9.0	7.0	8.0	9.0	9.0	10.0	11.0
AT2G16910	AMS		0.1			0.2					0.1
AT2G16920	UBC23	6.0	10.0	9.0	12.0	9.0	11.0	12.0	13.0	10.0	9.0
AT2G16930	AT2G16930	57.0	38.0	38.0	32.0	42.0	37.0	35.0	33.0	41.0	37.0
AT2G16940	AT2G16940	41.0	50.0	45.0	65.0	45.0	57.0	69.0	67.0	59.0	80.0
AT2G16950	TRN1	24.0	20.0	20.0	25.0	15.0	21.0	25.0	23.0	21.0	20.0
AT2G16980	AT2G16980										0.1
AT2G16990	AT2G16990	0.3	1.0	0.5	0.6	0.5	0.7	0.6	0.4	0.9	2.0
AT2G17010	MSL8			0.1				0.1	0.1	0.1	
AT2G17020	FBL10	10.0	9.0	10.0	13.0	9.0	13.0	14.0	13.0	14.0	16.0
AT2G17030	SKIP23	7.0	7.0	6.0	10.0	10.0	10.0	10.0	9.0	9.0	10.0
AT2G17033	AT2G17033	11.0	9.0	8.0	8.0	5.0	7.0	8.0	7.0	10.0	12.0
AT2G17036	AT2G17036		0.1		0.2	0.3	0.2	0.4	0.2	0.3	2.0
AT2G17040	anac036		0.2	0.1	0.8	0.2	0.9	0.9	2.0	1.0	0.5
AT2G17050	AT2G17050			0.1							
AT2G17055	AT2G17055						0.1				
AT2G17070	AT2G17070	0.1									
AT2G17110	AT2G17110	2.0	4.0	4.0	6.0	4.0	5.0	6.0	7.0	7.0	8.0
AT2G17120	LYM2	18.0	19.0	23.0	23.0	33.0	34.0	30.0	37.0	37.0	34.0
AT2G17130	IDH2	34.0	37.0	33.0	26.0	30.0	28.0	23.0	25.0	20.0	20.0
AT2G17140	AT2G17140	6.0	3.0	3.0	5.0	2.0	3.0	5.0	4.0	4.0	4.0
AT2G17150	NLP1	3.0	4.0	4.0	5.0	3.0	4.0	5.0	5.0	4.0	4.0
AT2G17180	ZAT2					0.1	0.1				
AT2G17190	DSK2A	47.0	44.0	42.0	46.0	37.0	43.0	47.0	47.0	41.0	39.0
AT2G17200	DSK2B	41.0	42.0	37.0	40.0	32.0	42.0	46.0	46.0	38.0	45.0
AT2G17210	PCMP-E77	0.2	1.0	0.9	2.0	0.4	1.0	2.0	2.0	2.0	3.0
AT2G17220	PIX13	10.0	9.0	7.0	10.0	8.0	10.0	12.0	13.0	14.0	15.0
AT2G17230	EXL5	20.0	25.0	27.0	29.0	28.0	31.0	32.0	39.0	43.0	46.0
AT2G17240	AT2G17240	58.0	59.0	60.0	58.0	58.0	59.0	50.0	51.0	56.0	61.0
AT2G17250	EMB2762	33.0	32.0	28.0	40.0	24.0	32.0	38.0	35.0	33.0	28.0
AT2G17260	GLR2	6.0	4.0	4.0	3.0	2.0	3.0	3.0	2.0	3.0	3.0
AT2G17265	HSK	59.0	60.0	64.0	33.0	46.0	36.0	29.0	28.0	29.0	22.0
AT2G17270	MPT1	15.0	12.0	13.0	18.0	10.0	14.0	17.0	13.0	11.0	11.0
AT2G17280	PGM	11.0	8.0	12.0	15.0	15.0	17.0	22.0	31.0	65.0	69.0
AT2G17290	CPK6	6.0	7.0	9.0	11.0	9.0	11.0	12.0	12.0	12.0	12.0
AT2G17300	AT2G17300	5.0	5.0	3.0	4.0	4.0	3.0	2.0	3.0	6.0	9.0
AT2G17320	AT2G17320	14.0	13.0	11.0	14.0	9.0	13.0	15.0	11.0	16.0	21.0
AT2G17340	AT2G17340	31.0	19.0	21.0	24.0	21.0	24.0	23.0	21.0	22.0	25.0
AT2G17350	AT2G17350	13.0	16.0	17.0	16.0	16.0	18.0	17.0	18.0	20.0	23.0
AT2G17360	RPS4A	546.0	470.0	470.0	409.0	575.0	418.0	419.0	419.0	376.0	311.0
AT2G17370	HMG2	7.0	8.0	10.0	11.0	8.0	10.0	11.0	12.0	12.0	12.0
AT2G17380	AAP19-1	56.0	38.0	43.0	41.0	54.0	34.0	37.0	27.0	37.0	39.0
AT2G17390	AKR2B	123.0	114.0	117.0	123.0	125.0	122.0	114.0	109.0	118.0	106.0
AT2G17410	ARID3	28.0	35.0	34.0	49.0	29.0	43.0	53.0	52.0	41.0	42.0
AT2G17420	NTR2	92.0	77.0	72.0	65.0	82.0	65.0	65.0	67.0	61.0	53.0
AT2G17430	MLO7	0.1	0.3	0.2	0.2		0.1	0.1	0.1	0.3	0.3
AT2G17440	PIRL5	3.0	6.0	5.0	9.0	4.0	7.0	8.0	8.0	12.0	13.0
AT2G17442	AT2G17442	7.0	8.0	7.0	12.0	11.0	11.0	12.0	8.0	12.0	16.0
AT2G17450	ATL44	6.0	14.0	15.0	10.0	19.0	16.0	14.0	15.0	18.0	21.0
AT2G17470	AT2G17470		0.4	0.3	0.4	0.1	0.6		0.1	0.1	0.1
AT2G17480	MLO8	15.0	16.0	18.0	22.0	17.0	21.0	22.0	23.0	22.0	21.0
AT2G17500	PILS5		0.1	0.1	0.3	0.2	0.2	0.2	0.2	0.6	0.5
AT2G17510	EMB2763	17.0	16.0	17.0	22.0	14.0	20.0	22.0	21.0	19.0	19.0
AT2G17520	IRE1A	7.0	10.0	10.0	12.0	8.0	11.0	10.0	12.0	11.0	17.0
AT2G17525	AT2G17525	2.0	3.0	3.0	6.0	2.0	5.0	7.0	5.0	7.0	10.0
AT2G17530	AT2G17530	16.0	13.0	12.0	21.0	9.0	15.0	20.0	16.0	15.0	18.0
AT2G17540	AT2G17540	7.0	8.0	9.0	9.0	9.0	11.0	9.0	9.0	10.0	10.0
AT2G17550	AT2G17550	2.0	1.0	0.6	0.9	0.4	0.5	0.5	0.7	2.0	3.0
AT2G17560	HMGB4	400.0	356.0	345.0	408.0	395.0	345.0	367.0	344.0	365.0	384.0
AT2G17570	AT2G17570	2.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	3.0
AT2G17580	AT2G17580	12.0	11.0	11.0	17.0	9.0	14.0	16.0	14.0	14.0	14.0
AT2G17620	CYCB2-1	4.0	4.0	4.0	7.0	5.0	5.0	7.0	5.0	8.0	9.0
AT2G17630	PSAT2	44.0	44.0	44.0	45.0	41.0	43.0	42.0	47.0	33.0	28.0
AT2G17640	SAT2	10.0	15.0	13.0	9.0	6.0	7.0	7.0	5.0	7.0	11.0
AT2G17650	AAE2	2.0	2.0	2.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0
AT2G17660	AT2G17660	0.8	0.3	0.1	0.2	0.3	0.5	0.3	0.3	0.4	0.1
AT2G17670	AT2G17670	20.0	12.0	13.0	14.0	13.0	12.0	13.0	12.0	11.0	9.0
AT2G17695	AT2G17695	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0
AT2G17700	STY8	27.0	21.0	19.0	30.0	19.0	28.0	30.0	29.0	28.0	29.0
AT2G17705	AT2G17705	7.0	7.0	7.0	5.0	12.0	5.0	6.0	6.0	8.0	13.0
AT2G17710	AT2G17710	7.0	5.0	5.0	2.0	2.0	2.0	1.0	0.7	2.0	3.0
AT2G17720	P4H5	13.0	21.0	23.0	23.0	27.0	22.0	20.0	19.0	22.0	20.0
AT2G17723	AT2G17723			0.1			0.1	0.1			
AT2G17730	NIP2	8.0	5.0	5.0	7.0	6.0	8.0	8.0	7.0	9.0	9.0
AT2G17740	AT2G17740		0.3	0.3	0.4	0.4	0.3				
AT2G17760	APF1	10.0	12.0	13.0	17.0	12.0	14.0	15.0	15.0	15.0	16.0
AT2G17770	ATBZIP27	4.0	5.0	8.0	14.0	11.0	15.0	21.0	20.0	25.0	26.0
AT2G17780	MCA2	0.3	0.3	0.3	0.8	0.3	1.0	2.0	1.0	2.0	3.0
AT2G17787	AT2G17787	6.0	5.0	3.0	5.0	3.0	5.0	5.0	5.0	6.0	9.0
AT2G17790	VPS35A	16.0	20.0	21.0	28.0	18.0	24.0	28.0	29.0	26.0	28.0
AT2G17800	ARAC1	49.0	54.0	51.0	75.0	50.0	63.0	77.0	69.0	68.0	69.0
AT2G17820	AHK1	9.0	9.0	8.0	9.0	4.0	7.0	8.0	6.0	4.0	3.0
AT2G17830	AT2G17830	2.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0
AT2G17840	ERD7	29.0	36.0	37.0	35.0	34.0	38.0	30.0	30.0	24.0	24.0
AT2G17845	AT2G17845		0.4	0.1	0.8		0.1	0.1		0.3	0.1
AT2G17850	AT2G17850	2.0	2.0	3.0	3.0	10.0	2.0	0.5	2.0	3.0	0.9
AT2G17860	AT2G17860				0.1	0.1				0.1	
AT2G17870	CSP3	60.0	71.0	70.0	69.0	75.0	77.0	77.0	87.0	65.0	67.0
AT2G17880	AT2G17880	3.0	4.0	4.0	4.0	3.0	6.0	5.0	5.0	6.0	6.0
AT2G17890	CPK16									0.5	0.3
AT2G17900	SDG37	7.0	5.0	7.0	10.0	5.0	8.0	11.0	8.0	8.0	9.0
AT2G17930	AT2G17930	9.0	10.0	11.0	15.0	9.0	15.0	18.0	19.0	16.0	16.0
AT2G17940	AT2G17940			0.2					0.3		
AT2G17950	WUS	0.9	1.0	0.6	2.0	0.9	2.0	2.0	4.0	6.0	3.0
AT2G17970	ALKBH9B	4.0	4.0	3.0	6.0	4.0	4.0	6.0	5.0	7.0	11.0
AT2G17972	AT2G17972				0.2	0.1					
AT2G17975	AT2G17975	4.0	3.0	2.0	7.0	2.0	4.0	7.0	6.0	7.0	11.0
AT2G17980	SLY1	35.0	37.0	32.0	34.0	34.0	35.0	36.0	37.0	34.0	31.0
AT2G17990	AT2G17990	38.0	48.0	45.0	45.0	30.0	46.0	47.0	40.0	40.0	48.0
AT2G18000	TAF14	9.0	3.0	6.0	8.0	3.0	5.0	7.0	5.0	5.0	5.0
AT2G18010	SAUR10		0.3								
AT2G18020	RPL8A	1196.0	1371.0	1246.0	1045.0	1395.0	1218.0	1196.0	1209.0	967.0	737.0
AT2G18030	MSRA5	13.0	16.0	21.0	21.0	23.0	18.0	17.0	17.0	17.0	16.0
AT2G18040	PIN1	168.0	170.0	178.0	148.0	172.0	151.0	135.0	139.0	161.0	129.0
AT2G18050	HIS1-3	0.1	0.2	0.4	0.4	0.1	0.4	0.5	0.3	0.4	2.0
AT2G18060	NAC037	0.9	0.7	0.7	0.5	0.6	0.4	0.2	0.2	0.2	0.5
AT2G18090	AT2G18090	21.0	19.0	19.0	28.0	14.0	25.0	31.0	30.0	25.0	26.0
AT2G18100	AT2G18100	1.0	2.0	2.0	3.0	1.0	3.0	4.0	3.0	3.0	4.0
AT2G18110	AT2G18110	87.0	106.0	103.0	98.0	103.0	89.0	90.0	75.0	85.0	90.0
AT2G18120	SRS4	6.0	2.0	3.0	3.0	1.0	2.0	1.0	2.0	2.0	2.0
AT2G18150	PER15		0.1	0.1	0.1	0.3	0.2	0.1		0.1	
AT2G18160	BZIP2	96.0	104.0	106.0	133.0	110.0	136.0	148.0	150.0	147.0	109.0
AT2G18170	MPK7	16.0	16.0	18.0	18.0	18.0	18.0	17.0	18.0	23.0	21.0
AT2G18180	SFH10		0.8	0.3	0.9	0.2	0.4	0.8	0.5	0.6	0.3
AT2G18190	AT2G18190		0.2	0.1	0.1			0.1	0.1		
AT2G18193	AT2G18193	0.1	0.4	0.5	0.3	0.2	0.4	0.4	0.3	1.0	1.0
AT2G18196	HIPP30	2.0	6.0	6.0	3.0	3.0	3.0	3.0	3.0	0.5	0.7
AT2G18210	AT2G18210		0.6	0.1	0.3	0.1	0.1	0.1		0.1	0.1
AT2G18220	AT2G18220	45.0	28.0	27.0	40.0	18.0	28.0	36.0	32.0	27.0	25.0
AT2G18230	PPA2	35.0	44.0	44.0	47.0	39.0	49.0	55.0	69.0	81.0	69.0
AT2G18240	AT2G18240	6.0	8.0	8.0	9.0	6.0	9.0	10.0	8.0	10.0	14.0
AT2G18245	AT2G18245	7.0	9.0	8.0	10.0	6.0	9.0	11.0	10.0	10.0	11.0
AT2G18250	COAD	5.0	9.0	8.0	11.0	6.0	7.0	9.0	7.0	10.0	15.0
AT2G18260	SYP112		0.4	0.2	0.2				0.1	0.2	0.1
AT2G18280	TULP2	21.0	17.0	22.0	17.0	13.0	16.0	15.0	13.0	11.0	19.0
AT2G18290	APC10	25.0	17.0	15.0	16.0	14.0	13.0	15.0	14.0	14.0	16.0
AT2G18300	AT2G18300	9.0	16.0	14.0	7.0	3.0	3.0	2.0	1.0	0.1	0.2
AT2G18320	AT2G18320		0.9		0.3						
AT2G18328	RL4	58.0	85.0	103.0	66.0	157.0	74.0	36.0	59.0	5.0	7.0
AT2G18330	AT2G18330	29.0	32.0	32.0	38.0	26.0	30.0	37.0	38.0	28.0	23.0
AT2G18340	AT2G18340			0.1		0.1	0.1		0.1	0.3	0.2
AT2G18350	ZHD6	16.0	14.0	16.0	13.0	11.0	11.0	11.0	10.0	11.0	9.0
AT2G18360	AT2G18360	0.2	1.0	1.0	2.0	2.0	1.0	1.0	0.9	0.1	0.1
AT2G18370	LTP8				0.3	0.1	0.1				
AT2G18380	GATA20	13.0	10.0	9.0	10.0	7.0	8.0	9.0	7.0	3.0	4.0
AT2G18390	ARL2	34.0	37.0	46.0	47.0	51.0	44.0	46.0	46.0	47.0	56.0
AT2G18400	AT2G18400	110.0	111.0	125.0	112.0	177.0	130.0	115.0	114.0	119.0	104.0
AT2G18410	ELP5	12.0	12.0	10.0	15.0	12.0	13.0	14.0	11.0	11.0	13.0
AT2G18420	GASA11		0.2								
AT2G18440	GUT15	29.0	26.0	25.0	45.0	16.0	33.0	48.0	27.0	44.0	90.0
AT2G18450	SDH1-2	0.1	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.7	0.6
AT2G18465	AT2G18465	6.0	11.0	7.0	9.0	8.0	9.0	10.0	8.0	9.0	9.0
AT2G18470	PERK4	2.0	0.7	0.9	1.0	0.9	1.0	1.0	1.0	1.0	1.0
AT2G18480	PLT3	1.0	2.0	1.0	1.0	0.6	1.0	0.6	0.4	0.2	0.1
AT2G18490	AT2G18490		0.1	0.1		0.1	0.1	0.5	0.4	1.0	0.4
AT2G18500	OFP7	21.0	18.0	23.0	25.0	25.0	28.0	27.0	24.0	24.0	24.0
AT2G18510	emb2444	41.0	41.0	45.0	52.0	45.0	47.0	57.0	50.0	39.0	30.0
AT2G18520	AT2G18520	14.0	19.0	20.0	19.0	19.0	21.0	20.0	21.0	16.0	14.0
AT2G18550	ATHB-21				0.1	0.2	0.1	0.3	0.1	0.8	3.0
AT2G18560	AT2G18560	11.0	10.0	11.0	5.0	2.0	3.0	2.0	0.9	0.5	0.4
AT2G18570	UGT72D1	38.0	48.0	38.0	14.0	13.0	9.0	2.0	2.0	0.2	0.4
AT2G18600	RCE2	7.0	4.0	6.0	3.0	7.0	4.0	3.0	2.0	1.0	1.0
AT2G18620	AT2G18620	1.0	2.0	0.9	0.8	2.0	0.6	0.8	0.5	0.5	0.4
AT2G18630	AT2G18630	29.0	22.0	20.0	25.0	21.0	26.0	24.0	26.0	27.0	27.0
AT2G18650	ATL49	4.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	1.0	2.0
AT2G18660	EGC2		0.1	0.2					0.1	0.2	0.2
AT2G18670	ATL56	2.0	4.0	3.0	0.9	2.0	2.0	0.8	2.0	3.0	5.0
AT2G18680	AT2G18680	0.2	0.5			0.1		0.1		0.1	0.1
AT2G18690	AT2G18690	0.3				0.1	0.1				
AT2G18700	TPS11	8.0	7.0	5.0	6.0	4.0	5.0	7.0	7.0	9.0	12.0
AT2G18710	SCY1	28.0	23.0	24.0	24.0	21.0	26.0	27.0	28.0	34.0	45.0
AT2G18720	AT2G18720	0.1	0.5	0.3	0.2	0.1	0.1	0.1	0.1	0.1	
AT2G18730	DGK3	36.0	26.0	29.0	33.0	31.0	32.0	34.0	33.0	38.0	44.0
AT2G18735	AT2G18735	20.0	9.0	13.0	10.0	15.0	14.0	11.0	11.0	13.0	18.0
AT2G18740	AT2G18740	162.0	144.0	162.0	155.0	216.0	143.0	148.0	141.0	179.0	158.0
AT2G18750	CBP60C	16.0	24.0	26.0	27.0	22.0	27.0	26.0	26.0	26.0	31.0
AT2G18760	CHR8	3.0	3.0	3.0	5.0	2.0	4.0	5.0	5.0	5.0	5.0
AT2G18770	AT2G18770	10.0	10.0	10.0	11.0	9.0	10.0	11.0	10.0	12.0	14.0
AT2G18780	AT2G18780	8.0	10.0	10.0	8.0	11.0	8.0	7.0	7.0	7.0	7.0
AT2G18790	PHYB	17.0	15.0	16.0	21.0	15.0	21.0	24.0	27.0	27.0	30.0
AT2G18840	AT2G18840	12.0	13.0	15.0	13.0	12.0	14.0	13.0	13.0	12.0	12.0
AT2G18850	AT2G18850	6.0	9.0	9.0	12.0	7.0	10.0	10.0	10.0	12.0	14.0
AT2G18860	AT2G18860	16.0	8.0	9.0	10.0	7.0	10.0	11.0	9.0	11.0	13.0
AT2G18876	AT2G18876	10.0	7.0	7.0	11.0	6.0	9.0	10.0	9.0	10.0	17.0
AT2G18890	AT2G18890	6.0	4.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	6.0
AT2G18900	AT2G18900	27.0	33.0	29.0	38.0	27.0	32.0	35.0	36.0	29.0	22.0
AT2G18910	AT2G18910	69.0	54.0	56.0	57.0	71.0	58.0	49.0	51.0	52.0	48.0
AT2G18915	ADO2	4.0	6.0	6.0	7.0	5.0	7.0	8.0	7.0	5.0	7.0
AT2G18917	AT2G18917	2.0	0.5	0.3	0.9	0.2	0.9	0.7	1.0	1.0	1.0
AT2G18938	AT2G18938	3.0	0.9	1.0	0.6	3.0	1.0	0.6	0.7	0.9	0.5
AT2G18940	AT2G18940	13.0	11.0	9.0	12.0	10.0	13.0	13.0	14.0	16.0	18.0
AT2G18950	HPT1	22.0	22.0	21.0	22.0	22.0	19.0	22.0	24.0	28.0	28.0
AT2G18960	AHA1	164.0	185.0	201.0	106.0	84.0	91.0	74.0	73.0	61.0	68.0
AT2G18969	AT2G18969		0.4	0.1	0.1		0.2	0.1	0.2	1.0	1.0
AT2G18970	AT2G18970		0.1	0.2	0.2		0.2	0.3	0.2	1.0	2.0
AT2G18980	PER16		0.7	0.2	0.5	0.1	0.2				
AT2G18990	TXND9	34.0	32.0	35.0	35.0	32.0	34.0	35.0	34.0	38.0	36.0
AT2G19000	AT2G19000									0.4	0.4
AT2G19030	RALFL11									0.2	
AT2G19050	AT2G19050									0.2	0.1
AT2G19070	SHT	0.3							0.1		
AT2G19080	MTX1	25.0	27.0	28.0	29.0	30.0	29.0	31.0	31.0	29.0	28.0
AT2G19090	AT2G19090	23.0	21.0	20.0	30.0	16.0	27.0	31.0	32.0	30.0	26.0
AT2G19110	HMA4	26.0	29.0	21.0	19.0	10.0	16.0	9.0	10.0	9.0	11.0
AT2G19120	AT2G19120	1.0	3.0	2.0	3.0	2.0	3.0	4.0	4.0	3.0	2.0
AT2G19130	AT2G19130	1.0	0.6	0.8	2.0	1.0	2.0	2.0	2.0	2.0	2.0
AT2G19150	PME10		0.1								
AT2G19160	AT2G19160	12.0	9.0	8.0	11.0	7.0	9.0	10.0	9.0	8.0	8.0
AT2G19170	SBT2.5	15.0	19.0	20.0	28.0	16.0	27.0	32.0	34.0	30.0	34.0
AT2G19180	AT2G19180	26.0	29.0	34.0	31.0	37.0	35.0	32.0	32.0	37.0	37.0
AT2G19210	AT2G19210								0.1		
AT2G19240	AT2G19240	0.6	0.6	0.7	0.8	0.5	0.7	0.8	0.8	0.7	0.7
AT2G19260	AT2G19260	6.0	7.0	6.0	11.0	5.0	9.0	11.0	10.0	9.0	10.0
AT2G19270	AT2G19270	48.0	31.0	34.0	43.0	29.0	38.0	43.0	41.0	41.0	36.0
AT2G19280	AT2G19280	2.0	3.0	3.0	5.0	2.0	4.0	5.0	5.0	4.0	4.0
AT2G19290	AT2G19290			0.2							
AT2G19310	HSP18.5	3.0	1.0	2.0	0.4	0.9	0.8	0.3	0.4	1.0	0.9
AT2G19320	AT2G19320						0.1				
AT2G19330	PIRL6				0.2	0.1	0.1	0.2	0.1	0.2	0.2
AT2G19340	AT2G19340		0.2	0.1	0.1	0.2	0.1	0.1	0.1		0.1
AT2G19350	AT2G19350	16.0	16.0	18.0	15.0	16.0	15.0	14.0	15.0	18.0	19.0
AT2G19380	UBA1C	2.0	3.0	2.0	3.0	1.0	3.0	4.0	3.0	3.0	3.0
AT2G19385	AT2G19385	37.0	26.0	27.0	35.0	25.0	28.0	30.0	29.0	27.0	22.0
AT2G19390	AT2G19390	5.0	6.0	6.0	8.0	5.0	7.0	8.0	8.0	7.0	7.0
AT2G19400	AT2G19400	1.0	2.0	2.0	5.0	2.0	4.0	5.0	4.0	5.0	7.0
AT2G19410	AT2G19410			0.1							
AT2G19430	THO6	39.0	24.0	26.0	28.0	31.0	30.0	31.0	27.0	28.0	28.0
