Gene ID	Gene Name	7 day	8 day	9 day	10 day	11 day	12 day	13 day	14 day	15 day	16 day
AT2G06040	AT2G06040	10.0	9.0	7.0	13.0	7.0	12.0	13.0	12.0	11.0	13.0
AT2G06050	OPR3	38.0	38.0	40.0	38.0	39.0	41.0	37.0	43.0	39.0	41.0
AT2G06065	AT2G06065			0.1				0.1		0.1	0.1
AT2G06090	AT2G06090										0.1
AT2G06200	AtGRF6	12.0	6.0	7.0	12.0	12.0	14.0	14.0	12.0	18.0	14.0
AT2G06210	ELF8	20.0	17.0	17.0	24.0	11.0	20.0	25.0	24.0	23.0	25.0
AT2G06215	AT2G06215	0.3	0.2	0.2	2.0		1.0	1.0	0.3	0.3	0.4
AT2G06225	AT2G06225						0.2			0.1	0.1
AT2G06255	EFL3	1.0	4.0	5.0	6.0	10.0	6.0	5.0	4.0	4.0	4.0
AT2G06345	AT2G06345		0.5	0.2	0.7	3.0	1.0	1.0	0.8	2.0	1.0
AT2G06355	AT2G06355						0.1				
AT2G06365	AT2G06365		0.3				0.2			0.5	
AT2G06395	AT2G06395						0.1		0.1		
AT2G06445	AT2G06445		0.1								
AT2G06510	RPA1A	22.0	21.0	20.0	26.0	20.0	24.0	27.0	25.0	22.0	21.0
AT2G06520	PSBX	313.0	361.0	385.0	262.0	456.0	335.0	238.0	272.0	305.0	305.0
AT2G06530	VPS2.1	35.0	29.0	28.0	29.0	20.0	27.0	24.0	24.0	30.0	32.0
AT2G06535	AT2G06535									0.3	0.6
AT2G06605	AT2G06605		0.2	0.1	0.1		0.1	0.2	0.2	0.1	0.1
AT2G06635	AT2G06635	0.8	0.4	0.4	0.1	0.1		0.1			
AT2G06705	AT2G06705			0.1		1.0				0.1	
AT2G06765	AT2G06765		0.9	0.1		1.0					
AT2G06805	AT2G06805									0.1	
AT2G06835	AT2G06835								0.2		
AT2G06850	XTH4	143.0	175.0	180.0	167.0	197.0	177.0	148.0	178.0	222.0	167.0
AT2G06905	AT2G06905										0.1
AT2G06925	PLA2-ALPHA	35.0	40.0	54.0	65.0	89.0	81.0	72.0	90.0	96.0	126.0
AT2G06935	AT2G06935			0.1							
AT2G06955	AT2G06955									0.2	
AT2G06990	HEN2	19.0	19.0	20.0	27.0	21.0	22.0	27.0	27.0	26.0	26.0
AT2G06995	AT2G06995									0.1	
AT2G07000	AT2G07000										0.2
AT2G07005	AT2G07005						0.1				
AT2G07040	PRK2									0.7	0.3
AT2G07042	AT2G07042	2.0	0.1	0.2	0.3		0.3	0.4	0.2	0.4	0.5
AT2G07045	AT2G07045							0.1			
AT2G07050	CAS1	39.0	37.0	36.0	43.0	31.0	40.0	43.0	40.0	34.0	34.0
AT2G07055	AT2G07055	0.3	0.2	0.1	0.6	0.7	0.4	0.4	0.5	0.6	0.6
AT2G07170	TOR1L2	23.0	22.0	24.0	32.0	26.0	29.0	32.0	33.0	27.0	23.0
AT2G07180	PBL17	13.0	20.0	19.0	25.0	19.0	26.0	25.0	28.0	37.0	59.0
AT2G07195	AT2G07195										0.3
AT2G07240	AT2G07240			0.1							
AT2G07245	AT2G07245					0.5	0.1		0.1	0.2	0.1
AT2G07265	AT2G07265	0.1		1.0	0.1		0.1				0.1
AT2G07285	AT2G07285									0.2	
AT2G07340	PFD1	69.0	67.0	66.0	70.0	75.0	67.0	64.0	57.0	64.0	79.0
AT2G07345	AT2G07345		0.9	0.1	0.5	0.5	0.2	0.3	0.9	1.0	0.9
AT2G07355	AT2G07355							0.3	0.1		0.1
AT2G07360	AT2G07360	25.0	28.0	26.0	36.0	22.0	32.0	38.0	38.0	35.0	37.0
AT2G07435	AT2G07435	0.9	0.8	0.5	2.0	3.0	2.0	3.0	0.9	2.0	3.0
AT2G07445	AT2G07445							0.1			
AT2G07485	AT2G07485			0.2	0.8	0.1		0.2			0.2
AT2G07525	AT2G07525		0.2			0.4			0.1	0.1	
AT2G07560	AHA6									0.1	
AT2G07575	AT2G07575		0.4	0.7			0.3	0.1	0.1		0.1
AT2G07585	AT2G07585		0.1	1.0	0.1	0.2	0.2	0.6	0.3	0.1	0.7
AT2G07599	AT2G07599								0.1		
AT2G07605	AT2G07605		0.5		3.0	0.1	0.5	1.0	2.0	0.5	0.6
AT2G07613	AT2G07613									0.1	
AT2G07615	AT2G07615			0.2	0.4	1.0	0.5	0.4	1.0		
AT2G07629	AT2G07629	0.2		0.1		0.2	0.2		0.5		
AT2G07634	AT2G07634								0.2		
AT2G07638	AT2G07638		0.6	0.5	0.4	1.0	0.8	0.3	0.9	1.0	0.8
AT2G07640	AT2G07640		0.1		0.1	0.1	0.1	0.2	0.2		0.1
AT2G07643	AT2G07643					0.2					
AT2G07644	AT2G07644								0.1		0.1
AT2G07645	AT2G07645			0.1							
AT2G07652	AT2G07652	0.8									
AT2G07655	AT2G07655	0.1	0.2	0.4	0.2		0.1				0.1
AT2G07659	AT2G07659								0.1		
AT2G07662	AT2G07662			0.1	0.2	1.0	0.1	0.1	0.4	0.1	0.3
AT2G07665	AT2G07665			0.1				0.1			
AT2G07667	AT2G07667				0.1		0.1	0.1	0.1	0.1	0.1
AT2G07671	AT2G07671			0.1		0.1					
AT2G07674	AT2G07674		0.1	0.1			0.2		0.1	0.1	
AT2G07675	AT2G07675	0.5	0.2			0.1			0.2		
AT2G07676	AT2G07676					0.1	0.2		0.3		
AT2G07678	AT2G07678	0.3									
AT2G07680	ATMRP11	3.0	4.0	3.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0
AT2G07687	AT2G07687	0.3		0.1			0.1		0.2		
AT2G07690	MCM5	40.0	39.0	39.0	62.0	35.0	55.0	67.0	61.0	55.0	52.0
AT2G07695	AT2G07695	0.3	0.1	0.2		0.1	0.1		0.1		0.1
AT2G07698	AT2G07698	0.1	0.1	0.1	0.2	0.2	0.2	0.1	0.3	0.1	
AT2G07715	AT2G07715	5.0	2.0	2.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0
AT2G07721	AT2G07721				0.1						
AT2G07727	AT2G07727					0.1			0.1		
AT2G07739	AT2G07739		0.1	0.3	0.2	1.0	0.1	0.1	0.1	0.1	0.1
AT2G07750	RH33	0.3									
AT2G07751	AT2G07751	0.7		0.1		0.1					0.1
AT2G07774	AT2G07774	0.1		0.1	0.3	0.4	0.1	0.1	0.2	0.2	0.1
AT2G07775	AT2G07775						0.1				0.1
AT2G07777	AT2G07777					0.1					
AT2G07779	AT2G07779					0.1					
AT2G07798	AT2G07798					0.2	0.1				
AT2G07806	AT2G07806						0.1				
AT2G07827	AT2G07827	0.2	0.3	0.1	0.1	0.2	0.1	0.1	0.1		
AT2G07835	AT2G07835			0.2		0.1	0.2	0.1	0.1		
AT2G07875	AT2G07875	1.0	0.4	0.7	2.0	0.3	2.0	3.0	2.0	0.9	4.0
AT2G07885	AT2G07885					0.1				0.1	
AT2G07950	AT2G07950	0.1	0.1	0.9	0.6	0.1	0.7	1.0	1.0	2.0	2.0
AT2G07975	AT2G07975					0.1					
AT2G07995	AT2G07995								0.1		
AT2G08025	AT2G08025		0.4		0.5		0.2	0.7	0.2	0.2	0.3
AT2G08100	AT2G08100	0.2	0.1	0.3			0.2				
AT2G08120	AT2G08120			0.1	0.2		0.2	0.2	0.1	0.1	0.4
AT2G08130	AT2G08130				0.2			0.1		0.1	0.4
AT2G08135	AT2G08135										0.3
AT2G08165	AT2G08165		0.9								
AT2G08205	AT2G08205				0.5		0.3	0.1	0.4	0.8	0.6
AT2G08215	AT2G08215							0.1			0.1
AT2G08220	AT2G08220		0.2		0.1	0.3	0.2	0.1		0.4	0.4
AT2G08250	AT2G08250		0.2								
AT2G08255	AT2G08255	0.1			0.2	0.1	0.1	0.1		0.1	0.1
AT2G08270	AT2G08270				0.1						
AT2G08295	AT2G08295							0.1			0.1
AT2G08335	AT2G08335		0.1		0.1			0.6		0.2	
AT2G08340	AT2G08340	0.1	0.1		0.2	0.1					0.1
AT2G08350	AT2G08350	0.3	0.5	0.2	1.0	1.0	0.6	1.0	0.6	0.8	2.0
AT2G08355	AT2G08355		0.4	0.1			0.2	0.1		0.2	0.3
AT2G08370	AT2G08370		0.3								
AT2G08375	AT2G08375			0.3			0.4	0.2			0.4
AT2G08380	AT2G08380					1.0					
AT2G08390	AT2G08390					0.2	0.5				
AT2G08435	AT2G08435		0.4	0.2	1.0	0.2	0.9	1.0	1.0	1.0	2.0
AT2G08440	AT2G08440			0.1						0.1	0.1
AT2G08445	AT2G08445		0.1	0.1	0.6	0.1	0.1	0.5	0.3	0.4	0.6
AT2G08450	AT2G08450			0.2	0.3	0.7	0.6	0.2	0.3		0.2
AT2G08465	AT2G08465					0.4				0.3	
AT2G08530	AT2G08530		0.5	0.1	1.0	0.5	0.5	0.5	0.3	2.0	1.0
AT2G08545	AT2G08545	0.4	0.2	0.1	0.2	0.1	0.2	0.1	0.2	0.5	0.5
AT2G08555	AT2G08555	2.0						0.1			0.4
AT2G08575	AT2G08575	0.1	0.1	0.3	0.5	0.6	0.2	0.9	0.3	0.3	1.0
AT2G08580	AT2G08580		0.9	0.3	1.0	3.0	0.7	1.0	0.2	2.0	2.0
AT2G08585	AT2G08585	0.2	1.0	0.1	3.0	0.1	0.4	0.1	0.8	1.0	2.0
AT2G08590	AT2G08590									0.1	
AT2G08610	AT2G08610	29.0	22.0	10.0	3.0	13.0	2.0	2.0	0.8	0.5	0.1
AT2G08630	AT2G08630				0.1						
AT2G08635	AT2G08635			0.1	0.7		0.3	0.4	0.3	0.6	0.7
AT2G08645	AT2G08645		0.3						0.1		0.1
AT2G08670	AT2G08670							0.1			
AT2G08675	AT2G08675									0.2	
AT2G08680	AT2G08680			0.1	0.1				0.7	0.6	0.4
AT2G08705	AT2G08705									0.1	
AT2G08710	AT2G08710										0.1
AT2G08725	AT2G08725	2.0	0.4	3.0	1.0	2.0	0.3			1.0	0.6
AT2G08735	AT2G08735	6.0	6.0	6.0	5.0	3.0	7.0	5.0	5.0	10.0	11.0
AT2G08755	AT2G08755		3.0	3.0	10.0	0.5	1.0	2.0	1.0	3.0	3.0
AT2G08760	AT2G08760	0.6	0.6	6.0	3.0	12.0	6.0	4.0	8.0	2.0	4.0
AT2G08765	AT2G08765	105.0	74.0	52.0	96.0	71.0	69.0	70.0	51.0	66.0	78.0
AT2G08775	AT2G08775										0.1
AT2G08795	AT2G08795	0.4	0.1		0.6		0.1	0.5	0.1	0.1	0.5
AT2G08800	AT2G08800				0.2				0.1		
AT2G08815	AT2G08815			1.0	0.1						
AT2G08820	AT2G08820			0.2						0.1	
AT2G08830	AT2G08830		0.5								
AT2G08845	AT2G08845			0.2	0.1		0.1	0.4	0.1	0.2	0.3
AT2G08865	AT2G08865	0.1	1.0	0.5	2.0	0.2	1.0	1.0	1.0	2.0	4.0
AT2G08895	AT2G08895				0.1						
AT2G08900	AT2G08900			1.0		5.0	0.1	2.0	0.6	0.3	
AT2G08905	AT2G08905			1.0	0.4		0.4	0.3		0.8	
AT2G08910	AT2G08910					0.3	0.3	0.4	0.3	0.5	0.6
AT2G08915	AT2G08915									0.1	
AT2G08935	AT2G08935								0.1		
AT2G08945	AT2G08945			0.1							
AT2G08955	AT2G08955	0.1		0.2	0.1						
AT2G08965	AT2G08965							0.2			
AT2G08990	AT2G08990									0.1	
AT2G09005	AT2G09005					1.0					
AT2G09010	AT2G09010								0.1		
AT2G09025	AT2G09025	0.2	0.2	0.4	1.0	0.2	0.4	0.8	0.2	0.7	2.0
AT2G09035	AT2G09035			0.5	0.5		1.0	0.4	0.1	0.4	0.6
AT2G09070	AT2G09070					0.1					
AT2G09085	AT2G09085										0.1
AT2G09090	AT2G09090	0.4	0.2	0.3	0.1	0.4	0.2	0.1	0.1	0.3	0.5
AT2G09095	AT2G09095			0.4							
AT2G09115	AT2G09115		0.8								
AT2G09150	AT2G09150						0.2	0.4	0.4		0.7
AT2G09165	AT2G09165		0.3	0.8	0.2		0.3	0.3	0.1	0.1	0.4
AT2G09170	AT2G09170	0.5	1.0	3.0	1.0	1.0	2.0	1.0	2.0	0.6	1.0
AT2G09190	AT2G09190	0.1	0.7	0.4	1.0	0.7	1.0	2.0	0.7	0.6	1.0
AT2G09195	AT2G09195					0.1	0.1	0.1	0.1	0.3	1.0
AT2G09200	AT2G09200			0.1	0.2		0.1	0.1	0.1		0.1
AT2G09205	AT2G09205			0.2			0.4	0.4		0.1	0.1
AT2G09225	AT2G09225	0.3	0.9	0.2	1.0	0.3	1.0	1.0	0.9	2.0	2.0
AT2G09235	AT2G09235									0.1	
AT2G09245	AT2G09245		0.6								
AT2G09255	AT2G09255								0.1		
AT2G09305	AT2G09305	0.1	1.0	1.0	2.0	0.5	0.8	1.0	0.7	1.0	3.0
AT2G09315	AT2G09315									0.3	
AT2G09320	AT2G09320			0.1			0.1				
AT2G09345	AT2G09345							0.3			0.3
AT2G09375	AT2G09375										0.1
AT2G09380	AT2G09380			0.3	0.4	0.7	0.4	0.4	0.1		
AT2G09400	AT2G09400				0.3		0.2	0.3	0.1		0.3
AT2G09415	AT2G09415				0.1						
AT2G09420	AT2G09420						0.1				
AT2G09425	AT2G09425		0.2	0.1	0.5	0.3	0.2	0.3	1.0	0.9	0.5
AT2G09440	AT2G09440			0.1	0.1		0.1	0.1	0.1		0.3
AT2G09455	AT2G09455	0.1	0.3	0.1	0.4	0.3	0.2	0.4	0.3	0.6	1.0
AT2G09475	AT2G09475						0.1	0.1			1.0
AT2G09490	AT2G09490	0.9	3.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0
AT2G09495	AT2G09495		0.1	0.8	2.0		0.2	0.6	0.5	0.8	0.9
AT2G09500	AT2G09500				0.5		0.1	0.4	0.8	0.1	0.4
AT2G09510	AT2G09510	0.6		0.3	0.7		0.3	0.2	0.4	0.7	0.8
AT2G09560	AT2G09560										0.3
AT2G09565	AT2G09565		0.1		0.4	0.3	0.1	0.6	0.4	0.2	0.2
AT2G09575	AT2G09575									0.1	
AT2G09615	AT2G09615	0.2	0.1		0.1			0.2			
AT2G09650	AT2G09650						0.1		0.3		
AT2G09670	AT2G09670			0.1						0.1	0.1
AT2G09675	AT2G09675										0.2
AT2G09705	AT2G09705	0.5	3.0	3.0	1.0	23.0	5.0	1.0	0.9	0.5	0.6
AT2G09710	AT2G09710	0.9	1.0	1.0	3.0	0.9	2.0	3.0	2.0	4.0	9.0
AT2G09715	AT2G09715									0.1	
AT2G09745	AT2G09745	3.0	3.0	1.0	2.0	0.7	2.0	2.0	0.6	1.0	1.0
AT2G09770	AT2G09770					0.1					
AT2G09795	AT2G09795	6.0	10.0	12.0	9.0	13.0	9.0	8.0	8.0	10.0	9.0
AT2G09805	AT2G09805									0.2	
AT2G09815	AT2G09815		0.7	0.1	1.0	2.0	0.2	0.1		0.7	0.7
AT2G09835	AT2G09835		0.1	0.2	0.3	1.0	1.0	0.7	1.0	1.0	1.0
AT2G09875	AT2G09875			0.2	0.2	0.5	0.1	0.2		0.1	
AT2G09885	AT2G09885										0.6
AT2G09970	AT2G09970		0.6	0.3	0.1	0.2			0.1		
AT2G09990	RPS16A	173.0	273.0	220.0	175.0	239.0	189.0	182.0	186.0	160.0	139.0
AT2G10535	LCR29	0.7		0.1	0.5			0.1			
AT2G10537	AT2G10537								0.1		
AT2G10553	AT2G10553									0.1	
AT2G10606	MIR396A	2.0	0.1	0.1	0.1						0.4
AT2G10920	AT2G10920										0.1
AT2G10930	AT2G10930	0.5	0.9	0.5	2.0	0.5	1.0	2.0	0.9	1.0	2.0
AT2G10931	AT2G10931	9.0	8.0	9.0	11.0	13.0	11.0	12.0	10.0	9.0	10.0
AT2G10940	AT2G10940	12.0	24.0	7.0	2.0	6.0	21.0	2.0	2.0	61.0	101.0
AT2G10950	AT2G10950	7.0	8.0	8.0	11.0	7.0	9.0	10.0	9.0	10.0	10.0
AT2G10970	AT2G10970									0.1	
AT2G11000	ATMAK10	8.0	9.0	8.0	13.0	8.0	9.0	12.0	10.0	11.0	13.0
AT2G11035	AT2G11035	4.0	3.0	2.0	4.0	3.0	3.0	3.0	3.0	2.0	2.0
AT2G11205	AT2G11205		0.1								
AT2G11215	AT2G11215	31.0	24.0	22.0	47.0	7.0	35.0	37.0	29.0	89.0	161.0
AT2G11225	AT2G11225	40.0	29.0	22.0	66.0	12.0	41.0	71.0	35.0	50.0	114.0
AT2G11270	AT2G11270				0.2						0.1
AT2G11520	CRCK3	19.0	16.0	17.0	22.0	17.0	20.0	21.0	20.0	21.0	18.0
AT2G11620	AT2G11620	2.0	0.2	0.2	0.5	0.1	0.3	0.3	0.1		0.1
AT2G11810	MGD3	0.1	0.1	0.1					0.1	0.3	0.3
AT2G11815	AT2G11815	0.1	0.8	0.6			0.2	0.1	0.6	0.1	
AT2G11890	TTM3	84.0	88.0	84.0	103.0	96.0	102.0	105.0	98.0	83.0	77.0
AT2G11891	AT2G11891	6.0	3.0	5.0	4.0	7.0	3.0	5.0	5.0	3.0	3.0
AT2G11910	AT2G11910	354.0	297.0	287.0	284.0	388.0	294.0	319.0	275.0	270.0	256.0
AT2G12170	AT2G12170		0.5	0.6	0.5	3.0	0.4	1.0	0.8	2.0	6.0
AT2G12280	AT2G12280					0.1					
AT2G12400	AT2G12400	22.0	22.0	23.0	27.0	23.0	28.0	28.0	29.0	30.0	29.0
AT2G12461	AT2G12461	13.0	20.0	22.0	12.0	19.0	26.0	19.0	16.0	25.0	16.0
AT2G12462	AT2G12462	7.0	6.0	5.0	5.0	3.0	5.0	2.0	1.0	3.0	5.0
AT2G12465	LCR50						0.1				
AT2G12475	AT2G12475			0.1							
AT2G12480	SCPL43	0.3	0.1	0.1		0.1			0.2	0.3	0.2
AT2G12550	AT2G12550	3.0	7.0	8.0	9.0	6.0	8.0	9.0	8.0	7.0	7.0
AT2G12646	AT2G12646										0.1
AT2G13100	AT2G13100	5.0	8.0	8.0	11.0	7.0	9.0	10.0	10.0	10.0	10.0
AT2G13275	AT2G13275				0.1						
AT2G13290	AT2G13290	5.0	6.0	6.0	4.0	6.0	4.0	4.0	5.0	4.0	5.0
AT2G13350	AT2G13350									0.5	0.3
AT2G13360	AGT1	5.0	7.0	5.0	2.0	3.0	7.0	1.0	2.0	2.0	8.0
AT2G13370	CHR5	8.0	9.0	8.0	13.0	5.0	10.0	14.0	13.0	12.0	14.0
AT2G13422	AT2G13422	0.6	2.0	4.0	3.0	2.0	7.0	3.0	3.0	2.0	2.0
AT2G13440	AT2G13440	10.0	11.0	9.0	13.0	5.0	11.0	14.0	11.0	11.0	13.0
AT2G13450	AT2G13450			0.1							0.1
AT2G13540	ABH1	36.0	33.0	34.0	46.0	30.0	40.0	48.0	45.0	41.0	37.0
AT2G13547	AT2G13547			0.9							
AT2G13550	AT2G13550	13.0	20.0	20.0	21.0	23.0	21.0	24.0	22.0	16.0	22.0
AT2G13560	NAD-ME1	66.0	69.0	68.0	85.0	63.0	82.0	87.0	84.0	82.0	90.0
AT2G13570	NFYB7									0.1	0.1
AT2G13600	PCMP-E76	7.0	6.0	6.0	8.0	6.0	7.0	9.0	8.0	6.0	5.0
AT2G13610	ABCG5	8.0	9.0	10.0	16.0	12.0	19.0	19.0	22.0	19.0	23.0
AT2G13620	CHX15									0.1	
AT2G13650	GONST1	10.0	10.0	11.0	13.0	9.0	11.0	13.0	14.0	14.0	17.0
AT2G13665	AT2G13665		0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.1
AT2G13680	CALS5		0.5	0.5	0.9	1.0	1.0	1.0	1.0	0.7	0.8
AT2G13690	PRL1-IFG	22.0	24.0	21.0	29.0	26.0	27.0	31.0	31.0	28.0	26.0
AT2G13760	AT2G13760				0.1					0.1	0.1
AT2G13790	SERK4	5.0	6.0	5.0	10.0	5.0	9.0	12.0	10.0	9.0	12.0
AT2G13800	SERK5	2.0	2.0	2.0	3.0	1.0	3.0	3.0	2.0	3.0	4.0
AT2G13820	AT2G13820	41.0	57.0	52.0	27.0	44.0	26.0	18.0	22.0	15.0	16.0
AT2G13840	AT2G13840	12.0	9.0	10.0	13.0	11.0	13.0	15.0	13.0	11.0	12.0
AT2G13960	AT2G13960		1.0	0.5	0.4	0.1	0.4	0.2	0.1	0.2	0.2
AT2G13965	AT2G13965	20.0	8.0	6.0	10.0	1.0	11.0	15.0	11.0	11.0	16.0
AT2G13980	AT2G13980			0.1							
AT2G14045	AT2G14045	21.0	8.0	10.0	10.0	8.0	8.0	9.0	7.0	11.0	14.0
AT2G14050	MCM9	6.0	3.0	4.0	5.0	2.0	4.0	5.0	4.0	4.0	6.0
AT2G14080	AT2G14080	0.5	1.0	0.8	0.9	0.4	0.7	0.7	0.6	1.0	2.0
AT2G14095	AT2G14095	0.2	0.2	0.1	0.1						
AT2G14100	CYP705A13				0.1			0.1			
AT2G14110	AT2G14110	8.0	8.0	11.0	12.0	12.0	13.0	11.0	10.0	12.0	15.0
AT2G14115	AT2G14115	3.0	5.0	5.0	4.0	9.0	7.0	5.0	5.0	6.0	7.0
AT2G14120	DRP3B	26.0	21.0	21.0	29.0	17.0	25.0	30.0	27.0	28.0	30.0
AT2G14170	ALDH6B2	39.0	36.0	38.0	46.0	42.0	44.0	46.0	42.0	44.0	45.0
AT2G14210	ANR1								0.3	1.0	3.0
AT2G14247	AT2G14247	21.0	9.0	20.0	6.0	12.0	11.0	11.0	19.0	11.0	3.0
AT2G14255	PAT23	7.0	7.0	6.0	12.0	3.0	9.0	14.0	8.0	12.0	16.0
AT2G14260	PIP	17.0	14.0	11.0	17.0	12.0	15.0	17.0	15.0	19.0	23.0
AT2G14265	AT2G14265										0.1
AT2G14270	AT2G14270								0.1		
AT2G14282	SCRL18									0.2	0.1
AT2G14285	AT2G14285	37.0	27.0	21.0	27.0	31.0	30.0	32.0	26.0	34.0	52.0
AT2G14290	AT2G14290		0.2	0.2	0.2		0.1	0.1	0.2	0.5	0.3
AT2G14365	LCR84			0.1	0.2		0.1	0.1		0.1	
AT2G14378	AT2G14378									0.1	
AT2G14460	AT2G14460	44.0	48.0	59.0	55.0	70.0	57.0	49.0	50.0	61.0	39.0
AT2G14520	CBSDUF3	4.0	4.0	3.0	3.0	3.0	4.0	3.0	4.0	6.0	8.0
AT2G14530	TBL13	11.0	10.0	7.0	11.0	7.0	11.0	13.0	12.0	12.0	13.0
AT2G14560	LURP1		0.2		0.1	0.1	0.1		0.2	0.1	0.1
AT2G14580	PRB1	88.0	93.0	67.0	24.0	17.0	13.0	12.0	0.2		
AT2G14610	PR1		0.1			0.1					
AT2G14620	XTH10	1.0	4.0	2.0	1.0	0.3	2.0	2.0	1.0	1.0	0.8
AT2G14660	AT2G14660	13.0	19.0	17.0	18.0	25.0	22.0	19.0	21.0	18.0	17.0
AT2G14680	MEE13	4.0	5.0	5.0	9.0	3.0	7.0	8.0	6.0	8.0	11.0
AT2G14692	AT2G14692										0.1
AT2G14720	VSR4	24.0	31.0	31.0	36.0	30.0	37.0	39.0	40.0	39.0	38.0
AT2G14740	VSR3	11.0	16.0	15.0	17.0	11.0	19.0	19.0	20.0	20.0	22.0
AT2G14750	APK1	103.0	94.0	111.0	47.0	41.0	33.0	20.0	16.0	19.0	24.0
AT2G14775	AT2G14775	1.0	1.0	0.9	2.0	0.8	1.0	2.0	2.0	1.0	2.0
AT2G14800	AT2G14800	1.0	0.5	0.5	1.0	0.1	1.0	1.0	0.9	0.9	0.8
AT2G14810	AT2G14810						0.1	0.1			
AT2G14820	NPY2	0.2	0.2	0.2	0.5	0.2	0.6	0.8	0.4	0.1	0.1
AT2G14825	AT2G14825	8.0	7.0	7.0	8.0	9.0	11.0	9.0	9.0	11.0	12.0
AT2G14835	AT2G14835	25.0	27.0	29.0	31.0	27.0	29.0	33.0	33.0	32.0	33.0
AT2G14850	AT2G14850	9.0	7.0	8.0	11.0	7.0	8.0	9.0	9.0	9.0	9.0
AT2G14860	AT2G14860	9.0	16.0	17.0	15.0	19.0	17.0	16.0	15.0	13.0	11.0
AT2G14878	AT2G14878	29.0	26.0	35.0	29.0	52.0	46.0	29.0	35.0	49.0	78.0
AT2G14880	AT2G14880	77.0	72.0	74.0	69.0	85.0	87.0	78.0	81.0	92.0	78.0
AT2G14890	AGP9	264.0	229.0	251.0	251.0	240.0	250.0	297.0	262.0	179.0	141.0
AT2G14900	GASA7	5.0	12.0	17.0	14.0	31.0	19.0	29.0	38.0	37.0	27.0
AT2G14910	AT2G14910	30.0	17.0	21.0	18.0	18.0	25.0	22.0	24.0	36.0	64.0
AT2G14960	GH3.1		0.1	0.2	0.2	0.3	0.3	0.3	0.3		
AT2G15000	AT2G15000	54.0	40.0	37.0	32.0	44.0	41.0	36.0	36.0	38.0	29.0
AT2G15010	AT2G15010			0.1	0.1		0.1				0.1
AT2G15029	AT2G15029				0.3		0.3	0.6	0.5	1.0	0.5
AT2G15042	AT2G15042		0.1			0.1					
AT2G15050	LTP7	2.0	2.0	2.0	0.8	2.0	1.0	0.7	0.7	3.0	5.0
AT2G15080	AtRLP19	0.1	0.1				0.1	0.1	0.1		
AT2G15090	KCS8	63.0	70.0	67.0	55.0	68.0	57.0	47.0	48.0	71.0	71.0
AT2G15128	AT2G15128	46.0	15.0	16.0	19.0	13.0	19.0	14.0	13.0	17.0	25.0
AT2G15130	AT2G15130			0.1	0.2	0.1	0.1	0.1		0.4	0.4
AT2G15230	LIP1	3.0	7.0	8.0	8.0	8.0	8.0	9.0	9.0	9.0	12.0
AT2G15240	AT2G15240	27.0	23.0	26.0	26.0	23.0	23.0	26.0	25.0	26.0	30.0
AT2G15270	AT2G15270	27.0	26.0	20.0	35.0	20.0	28.0	32.0	28.0	29.0	32.0
AT2G15280	RTNLB10	23.0	22.0	22.0	23.0	23.0	19.0	23.0	19.0	20.0	25.0
AT2G15290	TIC21	91.0	83.0	85.0	81.0	82.0	90.0	88.0	87.0	71.0	63.0
AT2G15292	AT2G15292	53.0	46.0	49.0	57.0	42.0	54.0	56.0	43.0	51.0	68.0
AT2G15300	AT2G15300	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0
AT2G15310	ATARFB1A	2.0	3.0	3.0	2.0	2.0	2.0	0.9	1.0	0.6	0.6
AT2G15318	AT2G15318	0.1	0.2	0.4	0.1	0.7	0.6	0.3		0.1	
AT2G15320	AT2G15320	14.0	11.0	12.0	14.0	11.0	15.0	14.0	15.0	16.0	15.0
AT2G15325	LTP9						0.1	0.1			
AT2G15340	AT2G15340				0.2		0.2			0.1	0.1
AT2G15390	FUT4								0.1		
AT2G15400	NRPD3B	7.0	5.0	7.0	10.0	8.0	11.0	9.0	8.0	6.0	6.0
AT2G15430	NRPB3	40.0	40.0	45.0	41.0	52.0	43.0	42.0	43.0	37.0	28.0
AT2G15440	AT2G15440	5.0	7.0	8.0	7.0	6.0	8.0	8.0	10.0	6.0	7.0
AT2G15480	UGT73B5	0.3	1.0	0.7	0.9	0.1	0.3	0.2	0.2	0.1	
AT2G15490	UGT73B4	0.1		0.1	0.1			0.1			
AT2G15530	AT2G15530	10.0	8.0	7.0	11.0	7.0	10.0	12.0	10.0	10.0	11.0
AT2G15555	AT2G15555	0.1								0.1	
AT2G15560	AT2G15560	22.0	20.0	20.0	17.0	17.0	18.0	17.0	17.0	15.0	16.0
AT2G15570	ATHM3	14.0	14.0	17.0	14.0	16.0	17.0	16.0	15.0	18.0	16.0
AT2G15580	AT2G15580	0.4	2.0	2.0	2.0	1.0	2.0	1.0	0.8	0.4	0.8
AT2G15620	NIR1	45.0	43.0	50.0	55.0	27.0	48.0	39.0	31.0	29.0	27.0
AT2G15630	AT2G15630	1.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0
AT2G15670	AT2G15670									0.1	
